repo,number,title,state,created_at,closed_at,labels
ollama/ollama,12544,server: continue to handle gin.H values until they are removed,closed,2025-10-09 00:36:24,2025-10-14 22:42:27,
ollama/ollama,12543,kvcache: Clean up sliding window state with independent batches,closed,2025-10-08 22:21:46,2025-10-08 23:43:15,
ollama/ollama,12542,Is it normal for the CPU to have high utilization while the GPU remains almost idle?,open,2025-10-08 21:24:01,,bug
ollama/ollama,12541,gpt-oss:20b is slower and slow,open,2025-10-08 21:10:47,,bug
ollama/ollama,12540,DRY out the runner lifecycle code,closed,2025-10-08 21:00:20,2025-10-23 18:20:02,
ollama/ollama,12539,Fine grained tags on ollama.com.,open,2025-10-08 13:34:19,,"feature request,ollama.com"
ollama/ollama,12538,Weird download phenomenon for: ollama run qwen3:8b,closed,2025-10-08 12:30:52,2025-11-01 10:25:30,bug
ollama/ollama,12537,"ollama pull <model> ignores folder settings, environment variables, etc.",closed,2025-10-08 11:38:57,2025-10-26 23:56:32,"question,needs more info"
ollama/ollama,12536,ollama pull model Error,closed,2025-10-08 07:06:20,2025-10-09 01:41:18,question
ollama/ollama,12535,The request for adapting Minicpm-v 4.5 and qwen3-VL models to the new version of ollama,closed,2025-10-08 05:06:23,2025-10-08 11:39:18,model
ollama/ollama,12534,Custom installation of Ollama on windows,closed,2025-10-08 02:25:17,2025-10-26 23:54:52,feature request
ollama/ollama,12533,thinking: turn on thinking mode for all reasoning models,closed,2025-10-08 00:21:10,2025-10-08 23:50:13,
ollama/ollama,12532,Cloud usage stats.,open,2025-10-07 23:53:14,,"feature request,cloud"
ollama/ollama,12531,Update Go version from 1.24.0 to 1.24.6,open,2025-10-07 23:21:31,,
ollama/ollama,12530,docs: improve accuracy of LLM library docs,closed,2025-10-07 23:19:55,2025-10-07 23:21:07,
ollama/ollama,12529,Bring back escape valve for llm libraries and fix Jetpack6 crash,closed,2025-10-07 22:30:37,2025-10-07 23:06:15,
ollama/ollama,12528,Jetson Thor memory release issue part II,closed,2025-10-07 21:46:27,2025-11-06 17:43:02,"bug,nvidia"
ollama/ollama,12527,discover: Disable flash attention for Jetson Xavier (CC 7.2),closed,2025-10-07 21:09:42,2025-10-08 16:56:15,
ollama/ollama,12526,Qwen3VL Cloud Parser and Renderer,closed,2025-10-07 20:50:24,2025-10-13 23:52:33,
ollama/ollama,12525,runner: update metrics,closed,2025-10-07 19:11:16,2025-10-09 22:44:05,
ollama/ollama,12524,Ollama app on mac 0.12.3.  re-sets everytime after shutting down,open,2025-10-07 13:53:06,,"bug,app"
ollama/ollama,12523,Security report submitted,open,2025-10-07 12:14:04,,
ollama/ollama,12522,Qwen3-vl Model adaptation,closed,2025-10-07 11:12:33,2025-10-07 12:52:04,model
ollama/ollama,12521,Hit error 500 when running 0.12.4-rc6 on nvidia jetpack 6,closed,2025-10-07 06:34:22,2025-10-07 23:06:16,"bug,nvidia"
ollama/ollama,12520,thinking: force newer qwen3 models to always use thinking,closed,2025-10-07 05:47:53,2025-10-08 00:21:44,
ollama/ollama,12519,add truncate and shift parameters,closed,2025-10-07 03:32:28,2025-10-09 00:05:06,
ollama/ollama,12518,WIP: stable ordering for tool args,open,2025-10-07 01:25:59,,
ollama/ollama,12517,implement nvml for linux,closed,2025-10-06 23:43:57,2025-10-10 22:15:56,
ollama/ollama,12516,convert: update gpt-oss conversion to split gate up,closed,2025-10-06 23:31:27,2025-10-10 20:25:34,
ollama/ollama,12515,Windows Smart App Control is blocking the installer,closed,2025-10-06 22:57:24,2025-10-06 23:19:30,bug
ollama/ollama,12514,discovery: prevent dup OLLAMA_LIBRARY_PATH,closed,2025-10-06 21:29:10,2025-10-06 21:36:44,
ollama/ollama,12513,win: fix build script,closed,2025-10-06 16:34:20,2025-10-06 21:46:46,
ollama/ollama,12512,Bug: GPU Hang (100% Utilization) on ROCm After Model Reload via /load Command,closed,2025-10-06 15:44:38,2025-10-29 23:11:26,bug
ollama/ollama,12511,No <think> token at start for qwen3,closed,2025-10-06 15:08:11,2025-10-23 21:33:56,bug
ollama/ollama,12510,"when ollama is running background, keeps start & stop NetSetupSvc",open,2025-10-06 09:00:22,,bug
ollama/ollama,12509,openai: refactor to split compat layer and middleware,closed,2025-10-05 21:19:11,2025-10-06 23:22:08,
ollama/ollama,12508,[Performance] embeddinggemma: 164x slowdown with excessive whitespace in text,open,2025-10-05 15:50:19,,bug
ollama/ollama,12507,Make `ollama pull` save download progress,closed,2025-10-05 13:23:31,2025-10-09 01:48:01,feature request
ollama/ollama,12506,Gibberish output at 0.12.3,closed,2025-10-05 04:17:59,2025-10-08 06:08:00,bug
ollama/ollama,12505,GLM 4.6 is unsupported,closed,2025-10-05 03:41:17,2025-10-13 01:15:25,bug
ollama/ollama,12504,Prompt evaluation is MUCH slower using the new Ollama engine,closed,2025-10-05 01:45:14,2025-10-06 18:05:49,bug
ollama/ollama,12503,Marjor security issue with install procedure and lot of non-sense unsafe practices with Linux install,open,2025-10-04 22:13:57,,bug
ollama/ollama,12502,CI: fix win arm CI,closed,2025-10-04 18:19:38,2025-10-04 18:46:45,
ollama/ollama,12501,qwen3-vl supported!,closed,2025-10-04 13:33:54,2025-10-04 13:37:21,feature request
ollama/ollama,12500,How to create a new model without a parameter using a Modelfile and ollama create from an existing parameterized model？,closed,2025-10-04 11:26:37,2025-10-04 14:13:29,
ollama/ollama,12499,INSTALL.SH: Improve robustness for unreliable connections,open,2025-10-04 09:17:41,,
ollama/ollama,12498,Qwen3 VL 30B A3B,closed,2025-10-04 07:19:17,2025-10-04 10:45:21,model
ollama/ollama,12497,问模型经常出错怎么解决,closed,2025-10-04 07:08:47,2025-10-10 02:08:22,bug
ollama/ollama,12496,Qwen3-Omni,closed,2025-10-04 01:37:45,2025-10-04 10:46:56,model
ollama/ollama,12495,CI: alternate clang compiler for windows,closed,2025-10-03 22:55:28,2025-10-04 16:18:42,
ollama/ollama,12494,llm: Support KV cache quantization with gpt-oss,closed,2025-10-03 22:31:45,2025-10-03 23:31:58,
ollama/ollama,12493,Add /set silentthinking option,open,2025-10-03 21:39:48,,feature request
ollama/ollama,12492,tests: improvements,closed,2025-10-03 21:06:57,2025-10-08 16:51:25,
ollama/ollama,12491,fixed adding nil tensor err,closed,2025-10-03 20:55:36,2025-10-03 21:20:06,
ollama/ollama,12490,Workaround broken NVIDIA iGPU free VRAM data,closed,2025-10-03 18:24:20,2025-10-03 19:17:22,
ollama/ollama,12489,test: add template error test,closed,2025-10-03 18:19:29,2025-10-03 19:05:34,
ollama/ollama,12488,Refreshing llama.cpp to allow running Apertus model,closed,2025-10-03 17:00:10,2025-10-21 17:33:03,
ollama/ollama,12487,ci: place rocm windows in correct runner dir,closed,2025-10-03 14:27:22,2025-10-03 14:28:40,
ollama/ollama,12486,CI: workaround broken clang on windows temporarily,closed,2025-10-03 02:32:14,2025-10-03 03:31:18,
ollama/ollama,12485,ci: fix windows build,closed,2025-10-03 02:09:20,2025-10-03 02:16:01,
ollama/ollama,12484,ci: fix windows build,closed,2025-10-03 01:51:41,2025-10-03 01:59:26,
ollama/ollama,12483,templates: fix crash in improperly defined templates,closed,2025-10-03 00:06:56,2025-10-03 00:25:55,
ollama/ollama,12482,llm: Enable flash attention by default for qwen3 and qwen3moe,closed,2025-10-02 23:56:26,2025-10-03 00:04:10,
ollama/ollama,12481,AMD: block running on unsupported gfx900/gfx906,closed,2025-10-02 21:33:39,2025-10-02 23:53:05,
ollama/ollama,12480,ollama cli doesnt honor the proxy environement,closed,2025-10-02 17:29:46,2025-10-26 23:54:34,"bug,needs more info"
ollama/ollama,12479,libhipblas.so.3 in ROCm 7,closed,2025-10-02 16:42:19,2025-10-02 23:32:34,
ollama/ollama,12478,Proposal: Improve install.sh robustness for unreliable connections (curl --retry options),open,2025-10-02 14:37:03,,feature request
ollama/ollama,12477,Ollama Multiple Trace Generation with Parameter Permutations,closed,2025-10-02 11:41:38,2025-10-08 01:31:48,
ollama/ollama,12476,Official authentication for Ollama HTTP/gRPC endpoints (API key / token / mTLS),open,2025-10-02 05:42:27,,feature request
ollama/ollama,12475,fix panic on bootstrapDevices,closed,2025-10-02 00:29:42,2025-10-02 00:39:29,
ollama/ollama,12474,`num_ctx` incorrect description in documentation.,open,2025-10-01 23:33:40,,documentation
ollama/ollama,12473,llm: Allow overriding flash attention setting,closed,2025-10-01 21:57:41,2025-10-02 19:07:20,
ollama/ollama,12472,Model runner has unexpectedly stopped (GPU Hang) - Framework Desktop,open,2025-10-01 20:37:48,,"bug,amd"
ollama/ollama,12471,routes/client: add web search and fetch,closed,2025-10-01 20:20:01,2025-11-14 21:58:32,
ollama/ollama,12468,[Model Request] Apriel-1.5-15b-Thinker,closed,2025-10-01 13:57:29,2025-10-26 23:28:04,model
ollama/ollama,12466,Facing Model Runner Has Unexpectedly Stopped With The Flan-T5,open,2025-10-01 10:26:43,,bug
ollama/ollama,12465,hf.co/bartowski/nvidia_NVIDIA-Nemotron-Nano-9B-v2-GGUF:Q6_K_L,closed,2025-10-01 03:47:08,2025-10-01 17:59:57,model
ollama/ollama,12464,Alibaba DeepResearch,closed,2025-10-01 03:27:45,2025-10-26 23:54:10,model
ollama/ollama,12463,Can Ollama support a 256K context length?,closed,2025-10-01 01:48:46,2025-10-20 21:13:45,"feature request,app"
ollama/ollama,12460,routes: structured outputs for thinking models /chat endpoint,closed,2025-09-30 21:32:36,2025-10-09 02:13:38,
ollama/ollama,12459,Qwen3-235B outputs <|endoftext|> tokens not specified in modelfile,closed,2025-09-30 20:26:02,2025-10-01 23:33:43,bug
ollama/ollama,12457,bug: CUDA error during cudaMemcpyPeerAsync,open,2025-09-30 18:43:21,,bug
ollama/ollama,12456,Support binding multiple IPs,open,2025-09-30 14:27:44,,feature request
ollama/ollama,12452,db.sqlite-wal keeps plain text history,closed,2025-09-30 08:12:26,2025-10-20 21:33:02,"bug,app"
ollama/ollama,12451,Unable to launch the user interface after installation on a completely offline Windows machine.,open,2025-09-30 06:46:42,,"bug,app"
ollama/ollama,12450,websearch: added local endpoints,closed,2025-09-30 02:59:41,2025-10-01 19:10:21,
ollama/ollama,12446,Unable to download the Windows installer from Poland,closed,2025-09-29 15:32:38,2025-10-13 19:22:16,"bug,needs more info"
ollama/ollama,12444,"Qwen3:4b-instruct keeps giving tokens after <|endoftext|>, also responding with irrelevant content",closed,2025-09-29 10:18:58,2025-10-01 22:51:45,bug
ollama/ollama,12442,CUDA error running gpt-oss:20b on version 0.12.2 on Nvidia Xavier,closed,2025-09-29 02:53:10,2025-10-08 16:56:16,bug
ollama/ollama,12440,Voxtral-Mini-3B-2507 and Audio Support,closed,2025-09-28 22:13:50,2025-11-01 10:24:49,model
ollama/ollama,12436,Option to disable all Cloud and remote Search features,closed,2025-09-28 08:10:42,2025-10-12 12:36:08,feature request
ollama/ollama,12435,ollama pull model Error,closed,2025-09-28 07:56:35,2025-10-13 19:21:48,"bug,needs more info"
ollama/ollama,12433,Add Qwen3 235B-A22B 2507 to Cloud,closed,2025-09-28 02:33:49,2025-10-29 09:27:29,model
ollama/ollama,12432,Qwen3 vs Qwen3-2507 Regression caused by flash attention. AMD ROCM,closed,2025-09-27 18:42:59,2025-10-11 08:59:12,bug
ollama/ollama,12429,500 error,closed,2025-09-27 05:11:09,2025-10-13 19:21:20,"bug,needs more info"
ollama/ollama,12428,Models loading slow since 0.12 version,closed,2025-09-27 01:18:48,2025-11-01 10:24:16,bug
ollama/ollama,12427,add fixes for rocm-7 support,open,2025-09-26 16:36:40,,
ollama/ollama,12426,Cannot run finetuned embeddinggemma GGUF model,open,2025-09-26 15:19:40,,"bug,needs more info"
ollama/ollama,12424,build: fix rocm 6.4 ~ 7.0 docker running failure,closed,2025-09-26 07:46:00,2025-10-02 10:58:58,
ollama/ollama,12423,feat: support compressed content(gzip) with rest api,closed,2025-09-26 06:54:45,2025-11-06 06:53:47,
ollama/ollama,12422,failed to load model vocabulary required for format,closed,2025-09-26 06:26:24,2025-10-06 00:13:27,"bug,needs more info"
ollama/ollama,12416,Please add: CWM (Code World Model) (from Meta),closed,2025-09-25 20:29:38,2025-10-26 23:53:26,model
ollama/ollama,12415,refactor: use builtin max and min,closed,2025-09-25 20:26:08,2025-10-09 23:17:52,
ollama/ollama,12412,Fix AMDGPU_TARGETS filtering condition,closed,2025-09-25 17:49:03,2025-09-26 18:38:48,
ollama/ollama,12411,"iGPU Memory not used, System Memory is filled with loaded model",open,2025-09-25 13:12:14,,"bug,needs more info"
ollama/ollama,12410,GLM-4.5-Air,closed,2025-09-25 10:26:43,2025-10-26 23:52:20,model
ollama/ollama,12403,gpt-oss 120b garbage output since Ollama version 0.11.11/0.12.0,closed,2025-09-24 19:38:58,2025-10-08 16:53:14,bug
ollama/ollama,12397,Qwen3-VL-235B-A22B,closed,2025-09-24 08:20:36,2025-10-29 23:44:31,model
ollama/ollama,12396,Fix the inappropriate thread count for Ollama in the Docker scenario,open,2025-09-24 07:14:12,,
ollama/ollama,12395,when using cloud model ( Ollama Error: Invalid tool usage: mismatch between tool calls and tool results (status code: 400 ),open,2025-09-24 06:52:36,,"bug,cloud"
ollama/ollama,12392,docs: add Ollama App iOS to community integrations,closed,2025-09-24 02:13:21,2025-11-13 06:10:21,
ollama/ollama,12381,embeddings required but some input tokens were not marked as outputs,open,2025-09-23 14:34:33,,bug
ollama/ollama,12380,Recent ollama + qwen3-coder:30b XML error.,closed,2025-09-23 13:42:42,2025-09-23 18:11:31,bug
ollama/ollama,12377,refactor: using testing.B.Loop,closed,2025-09-23 08:07:59,2025-10-10 20:25:29,
ollama/ollama,12375,Improvement ideas regarding KV cache and Token ID.,closed,2025-09-22 23:32:45,2025-10-21 07:49:57,feature request
ollama/ollama,12371,fix: create with nested directories,open,2025-09-22 19:47:21,,
ollama/ollama,12370,"Cloud model 400 Bad Request: raw mode does not support template, system, or context",closed,2025-09-22 17:57:47,2025-10-21 08:10:05,"bug,cloud"
ollama/ollama,12362,JSON reply schema is ignored by Cloud model,open,2025-09-21 05:10:46,,"bug,cloud"
ollama/ollama,12359,Qwen3 crashes on gfx1150 iGPU,open,2025-09-20 21:04:37,,"bug,amd"
ollama/ollama,12355,Granite Docling 258m,open,2025-09-20 15:23:27,,model
ollama/ollama,12349,Qwen3-Next,open,2025-09-19 23:05:27,,model
ollama/ollama,12347,simplify expand path,open,2025-09-19 20:14:28,,
ollama/ollama,12346,Ollama Windows App - Downloaded Models Only,closed,2025-09-19 19:18:02,2025-10-02 18:51:07,"feature request,app"
ollama/ollama,12342,Bug: inconsistent to use VRAM and GTT of  iGPU of  AMD Ryzen AI Processor ,open,2025-09-19 07:30:03,,"bug,needs more info"
ollama/ollama,12341,"With v0.11.x ""CUDA error: no kernel image is available for execution on the device"" shows up; w/ v0.10.1 not",closed,2025-09-19 07:14:44,2025-10-06 00:11:50,bug
ollama/ollama,12340,ollama chat history issue,open,2025-09-19 05:09:08,,"bug,needs more info"
ollama/ollama,12335,Update linux.md,open,2025-09-18 19:10:26,,
ollama/ollama,12334,Error An existing connection was forcibly closed by the remote host,closed,2025-09-18 17:32:19,2025-11-01 10:21:21,bug
ollama/ollama,12331,CI: Enable GitHub Actions CI for ppc64le (Power architecture) support,open,2025-09-18 11:35:08,,feature request
ollama/ollama,12330,Magistral-Small-2509,closed,2025-09-18 11:00:16,2025-10-26 23:51:14,model
ollama/ollama,12328,Ollama is still broken for Thor and Spark,closed,2025-09-18 10:06:23,2025-11-06 00:16:36,bug
ollama/ollama,12327,SpikingBrain 7b,closed,2025-09-18 04:50:25,2025-11-03 15:40:20,model
ollama/ollama,12320,Ollama stopped working after install ROCm,open,2025-09-17 17:15:22,,"bug,linux,amd"
ollama/ollama,12314,"Debian 13, rocm 7.0 --> [signal SIGSEGV: segmentation violation",open,2025-09-17 07:03:06,,bug
ollama/ollama,12312,Configurable ollamaapp.exe folder alternative,closed,2025-09-17 05:54:42,2025-10-06 07:54:35,"feature request,app,windows"
ollama/ollama,12303,offloaded 0/35 layers to GPU on gfx1103,open,2025-09-16 06:28:36,,"bug,amd"
ollama/ollama,12302,parser: tidy up parameter/message parsing,open,2025-09-16 01:24:06,,
ollama/ollama,12297,gemma3: make embedding non-causal,closed,2025-09-15 22:25:55,2025-10-28 02:54:08,
ollama/ollama,12294,Ollama GUI app in macOS 26 unable to run if variable OLLAMA_HOST is set to a docker container,open,2025-09-15 20:37:21,,"bug,app,macos"
ollama/ollama,12287,docs(wsl): add WSL dev quickstart + helper script (serve-dev-wsl.sh),open,2025-09-14 22:07:56,,
ollama/ollama,12283,Jetson Thor memory release issue,closed,2025-09-14 12:04:28,2025-10-04 21:24:49,"bug,nvidia"
ollama/ollama,12277,install: break up windows and linux bundles,open,2025-09-12 21:52:17,,
ollama/ollama,12268,Explore ways to optimize installation size,open,2025-09-12 15:04:58,,"feature request,install"
ollama/ollama,12264,Ollama serve crashes immediately when CUDA SDK exists but NVIDIA GPU is missing,closed,2025-09-12 08:09:42,2025-11-19 00:33:34,"bug,windows,nvidia"
ollama/ollama,12255,chore: cleanup ml interface,closed,2025-09-11 20:53:30,2025-10-28 19:08:49,
ollama/ollama,12254,Add AMD RX 9000-series to supported GPU documentation,open,2025-09-11 19:52:27,,
ollama/ollama,12251,Zoom in and out feature for MacOS application,closed,2025-09-11 14:10:44,2025-10-02 19:02:45,"feature request,app"
ollama/ollama,12245,Update GGML to b6646 - drop MacOS v12 and v13 support,closed,2025-09-10 23:32:41,2025-10-02 21:47:10,
ollama/ollama,12242,feat: add dimensions field to embed requests,closed,2025-09-10 19:47:52,2025-09-11 17:36:10,
ollama/ollama,12240,uninstaller,open,2025-09-10 17:25:03,,feature request
ollama/ollama,12239,[Performance] `embeddinggemma` seems to be slow,open,2025-09-10 15:17:31,,
ollama/ollama,12235,Add Ollama Bash Lib to README Libraries list,closed,2025-09-09 22:06:17,2025-11-02 23:44:56,
ollama/ollama,12227,Add support for agentic models like ui-tars for vision tasks besides captioning and OCR.,open,2025-09-09 13:19:47,,feature request
ollama/ollama,12226,Ollama granite3.1-moe:1b model cannot detect function call as a separate field,closed,2025-09-09 12:34:45,2025-10-06 00:08:56,bug
ollama/ollama,12219,runner: enable structured outputs for gpt-oss,closed,2025-09-08 22:17:54,2025-11-02 23:46:26,
ollama/ollama,12218,Black screen + CUDA error on Windows after model starts generating,closed,2025-09-08 19:37:47,2025-11-14 01:38:36,"bug,needs more info"
